id,customer_id,order_status,order_date
997,951,open,2023-02-10
998,668,open,2023-02-10
999,704,delivered,2023-02-10
1000,28,delivered,2023-02-10
1001,750,delivered,2023-02-10
1002,293,delivered,2023-02-10
1003,309,paid,2023-02-10
1004,558,open,2023-02-10
1005,220,paid,2023-02-10
1006,985,open,2023-02-10
1007,744,paid,2023-02-10
1008,997,delivered,2023-02-10
1009,900,delivered,2023-02-10
1010,961,open,2023-02-10
1011,417,delivered,2023-02-11
1012,657,paid,2023-02-11
1013,198,delivered,2023-02-11
1014,204,delivered,2023-02-11
1015,437,paid,2023-02-11
1016,918,open,2023-02-11
1017,600,paid,2023-02-11
1018,409,open,2023-02-12
1019,714,open,2023-02-12
1020,137,paid,2023-02-12
1021,766,delivered,2023-02-12
1022,493,open,2023-02-12
1023,304,paid,2023-02-12
1024,326,open,2023-02-12
1025,647,paid,2023-02-12
1026,873,paid,2023-02-12
1027,472,paid,2023-02-12
1028,1,open,2023-02-12
1029,87,open,2023-02-12
1030,931,paid,2023-02-12
1031,899,paid,2023-02-12
1032,895,delivered,2023-02-12
1033,945,open,2023-02-12
1034,253,open,2023-02-12
1035,748,delivered,2023-02-12
1036,975,paid,2023-02-12
1037,586,delivered,2023-02-12
1038,57,delivered,2023-02-12
1039,882,open,2023-02-12
1040,174,delivered,2023-02-12
1041,366,open,2023-02-12
1042,256,delivered,2023-02-12
1043,525,paid,2023-02-13
1044,42,open,2023-02-13
1045,271,delivered,2023-02-13
1046,772,paid,2023-02-13
1047,976,paid,2023-02-13
1048,88,paid,2023-02-13
1049,532,delivered,2023-02-13
1050,909,paid,2023-02-13
1051,115,paid,2023-02-13
1052,274,open,2023-02-13
1053,88,paid,2023-02-13
1054,681,open,2023-02-13
1055,752,paid,2023-02-13
1056,114,delivered,2023-02-13
1057,167,open,2023-02-13
1058,550,delivered,2023-02-13
1059,262,paid,2023-02-13
1060,250,open,2023-02-13
1061,87,paid,2023-02-13
1062,5,paid,2023-02-13
1063,805,delivered,2023-02-13
1064,753,paid,2023-02-13
1065,562,open,2023-02-13
1066,261,paid,2023-02-13
1067,531,open,2023-02-13
1068,331,open,2023-02-13
1069,716,open,2023-02-13
1070,690,delivered,2023-02-13
1071,244,delivered,2023-02-13
1072,71,delivered,2023-02-13
1073,211,paid,2023-02-13
1074,831,delivered,2023-02-13
1075,240,open,2023-02-13
1076,364,paid,2023-02-13
1077,630,paid,2023-02-13
1078,377,paid,2023-02-13
1079,251,paid,2023-02-14
1080,349,open,2023-02-14
1081,67,delivered,2023-02-14
1082,870,delivered,2023-02-14
1083,103,paid,2023-02-14
1084,805,delivered,2023-02-14
1085,22,delivered,2023-02-14
1086,670,open,2023-02-14
1087,533,delivered,2023-02-14
1088,130,open,2023-02-14
1089,471,delivered,2023-02-14
1090,494,paid,2023-02-14
1091,939,delivered,2023-02-14
1092,766,delivered,2023-02-14
1093,629,open,2023-02-14
1094,205,paid,2023-02-14
1095,936,paid,2023-02-14
1096,213,delivered,2023-02-14
1097,941,paid,2023-02-14
1098,560,open,2023-02-14
1099,774,open,2023-02-14
1100,974,open,2023-02-14
1101,355,delivered,2023-02-14
1102,996,delivered,2023-02-14
1103,91,paid,2023-02-14
1104,31,paid,2023-02-14
1105,455,delivered,2023-02-14
1106,803,open,2023-02-14
1107,777,delivered,2023-02-14
1108,241,open,2023-02-14
1109,328,open,2023-02-14
1110,123,open,2023-02-14
1111,900,paid,2023-02-14
1112,54,delivered,2023-02-14
1113,366,open,2023-02-14
1114,413,delivered,2023-02-14
1115,33,paid,2023-02-14
1116,398,open,2023-02-14
1117,153,paid,2023-02-14
1118,575,open,2023-02-14
1119,355,paid,2023-02-14
1120,989,open,2023-02-14
1121,296,paid,2023-02-14
1122,878,delivered,2023-02-14
1123,917,paid,2023-02-14
1124,293,open,2023-02-14
1125,524,delivered,2023-02-14
1126,268,delivered,2023-02-14
1127,444,delivered,2023-02-14
1128,405,paid,2023-02-14
1129,390,delivered,2023-02-15
1130,931,paid,2023-02-15
1131,490,paid,2023-02-15
1132,653,paid,2023-02-15
1133,731,paid,2023-02-15
1134,500,open,2023-02-15
1135,850,open,2023-02-15
1136,724,delivered,2023-02-15
1137,122,paid,2023-02-15
1138,873,delivered,2023-02-15
1139,846,delivered,2023-02-16
1140,805,delivered,2023-02-16
1141,511,delivered,2023-02-16
1142,53,delivered,2023-02-16
1143,82,open,2023-02-16
1144,448,paid,2023-02-16
1145,642,delivered,2023-02-16
1146,302,paid,2023-02-16
1147,488,open,2023-02-16
1148,609,delivered,2023-02-16
1149,981,open,2023-02-16
1150,227,delivered,2023-02-16
1151,653,delivered,2023-02-16
1152,975,paid,2023-02-16
1153,517,delivered,2023-02-16
1154,745,paid,2023-02-16
1155,960,delivered,2023-02-16
1156,770,open,2023-02-16
1157,468,open,2023-02-16
1158,734,open,2023-02-16
1159,115,paid,2023-02-16
1160,818,paid,2023-02-16
1161,126,delivered,2023-02-16
1162,692,paid,2023-02-16
1163,366,paid,2023-02-16
1164,940,open,2023-02-16
1165,556,delivered,2023-02-16
1166,629,delivered,2023-02-16
1167,381,open,2023-02-16
1168,128,delivered,2023-02-16
1169,227,delivered,2023-02-16
1170,868,open,2023-02-16
1171,339,open,2023-02-16
1172,173,paid,2023-02-16
1173,965,open,2023-02-16
1174,171,delivered,2023-02-16
1175,648,delivered,2023-02-16
1176,478,paid,2023-02-16
1177,694,delivered,2023-02-16
1178,980,delivered,2023-02-16
1179,95,delivered,2023-02-16
1180,66,delivered,2023-02-16
1181,523,paid,2023-02-16
1182,668,open,2023-02-16
1183,955,paid,2023-02-16
1184,581,delivered,2023-02-16
1185,117,delivered,2023-02-16
1186,911,open,2023-02-16
1187,23,delivered,2023-02-17
1188,12,paid,2023-02-17
1189,123,paid,2023-02-17
1190,43,delivered,2023-02-17
1191,593,open,2023-02-17
1192,93,open,2023-02-17
1193,462,paid,2023-02-17
1194,771,paid,2023-02-17
1195,704,open,2023-02-17
1196,783,delivered,2023-02-17
1197,252,delivered,2023-02-17
1198,701,delivered,2023-02-17
1199,363,open,2023-02-17
1200,470,delivered,2023-02-17
1201,326,open,2023-02-17
1202,942,delivered,2023-02-17
1203,427,delivered,2023-02-17
1204,885,open,2023-02-17
1205,911,open,2023-02-18
1206,682,paid,2023-02-18
1207,315,open,2023-02-18
1208,890,delivered,2023-02-18
1209,811,open,2023-02-18
1210,374,open,2023-02-18
1211,552,paid,2023-02-18
1212,580,delivered,2023-02-18
1213,634,open,2023-02-18
1214,894,open,2023-02-18
1215,698,delivered,2023-02-18
1216,207,open,2023-02-18
1217,47,paid,2023-02-18
1218,865,open,2023-02-18
1219,660,delivered,2023-02-18
1220,365,open,2023-02-18
1221,347,paid,2023-02-18
1222,873,open,2023-02-18
1223,390,open,2023-02-18
1224,435,paid,2023-02-18
1225,16,paid,2023-02-18
1226,427,open,2023-02-18
1227,470,paid,2023-02-18
1228,608,open,2023-02-18
1229,620,open,2023-02-18
1230,560,paid,2023-02-18
1231,711,delivered,2023-02-18
1232,598,open,2023-02-18
1233,687,paid,2023-02-18
1234,584,open,2023-02-18
1235,521,delivered,2023-02-18
1236,533,open,2023-02-18
1237,938,paid,2023-02-18
1238,917,delivered,2023-02-18
1239,56,open,2023-02-18
1240,863,delivered,2023-02-18
1241,731,delivered,2023-02-18
1242,432,open,2023-02-18
1243,447,open,2023-02-18
1244,740,delivered,2023-02-18
1245,466,delivered,2023-02-18
1246,942,paid,2023-02-18
1247,959,paid,2023-02-18
1248,877,open,2023-02-18
1249,955,open,2023-02-18
1250,350,delivered,2023-02-18
1251,828,paid,2023-02-19
1252,570,delivered,2023-02-19
1253,137,open,2023-02-19
1254,747,open,2023-02-19
1255,468,delivered,2023-02-19
1256,914,delivered,2023-02-19
1257,988,delivered,2023-02-19
1258,191,paid,2023-02-19
1259,892,paid,2023-02-19
1260,162,delivered,2023-02-19
1261,946,open,2023-02-19
1262,484,open,2023-02-19
1263,540,paid,2023-02-19
1264,539,delivered,2023-02-19
1265,81,delivered,2023-02-19
1266,853,delivered,2023-02-19
1267,808,paid,2023-02-19
1268,518,delivered,2023-02-19
1269,106,paid,2023-02-19
1270,799,delivered,2023-02-19
1271,511,delivered,2023-02-19
1272,145,open,2023-02-19
1273,286,delivered,2023-02-19
1274,525,delivered,2023-02-19
1275,727,paid,2023-02-19
1276,341,paid,2023-02-19
1277,193,open,2023-02-19
1278,858,delivered,2023-02-19
1279,703,paid,2023-02-19
1280,753,paid,2023-02-19
1281,2,paid,2023-02-19
1282,68,paid,2023-02-19
1283,20,delivered,2023-02-19
1284,484,paid,2023-02-19
1285,256,delivered,2023-02-19
1286,258,open,2023-02-19
1287,109,open,2023-02-19
1288,265,paid,2023-02-19
1289,265,delivered,2023-02-19
1290,434,delivered,2023-02-19
1291,338,delivered,2023-02-19
1292,680,open,2023-02-19
1293,963,delivered,2023-02-19
1294,402,open,2023-02-19
1295,21,open,2023-02-19
1296,869,paid,2023-02-19
1297,15,delivered,2023-02-19
1298,402,delivered,2023-02-19
1299,508,open,2023-02-20
1300,626,open,2023-02-20
1301,572,open,2023-02-20
1302,400,open,2023-02-20
1303,161,delivered,2023-02-20
1304,527,open,2023-02-20
1305,834,paid,2023-02-20
1306,570,delivered,2023-02-20
1307,279,delivered,2023-02-20
1308,324,open,2023-02-20
1309,675,paid,2023-02-20
1310,214,paid,2023-02-20
1311,723,open,2023-02-20
1312,710,paid,2023-02-20
1313,229,delivered,2023-02-20
1314,777,delivered,2023-02-20
1315,218,paid,2023-02-20
1316,440,paid,2023-02-20
1317,193,paid,2023-02-20
1318,5,delivered,2023-02-20
1319,763,paid,2023-02-20
1320,751,open,2023-02-20
1321,143,delivered,2023-02-20
1322,679,open,2023-02-20
1323,856,paid,2023-02-20
1324,672,paid,2023-02-20
1325,925,delivered,2023-02-20
1326,84,paid,2023-02-21
1327,428,paid,2023-02-21
1328,750,paid,2023-02-21
1329,946,paid,2023-02-21
1330,355,delivered,2023-02-21
1331,8,open,2023-02-21
1332,558,open,2023-02-21
1333,931,paid,2023-02-21
1334,614,paid,2023-02-21
1335,216,open,2023-02-21
1336,511,paid,2023-02-21
1337,469,open,2023-02-21
1338,703,paid,2023-02-21
1339,346,delivered,2023-02-21
1340,837,open,2023-02-21
1341,63,paid,2023-02-21
1342,590,open,2023-02-21
1343,533,open,2023-02-21
1344,451,open,2023-02-21
1345,717,paid,2023-02-21
1346,680,open,2023-02-21
1347,102,open,2023-02-21
1348,915,open,2023-02-21
1349,268,delivered,2023-02-21
1350,208,open,2023-02-21
1351,981,open,2023-02-21
1352,72,paid,2023-02-21
1353,754,paid,2023-02-21
1354,205,delivered,2023-02-21
1355,268,delivered,2023-02-21
1356,691,paid,2023-02-22
1357,167,open,2023-02-22
1358,139,paid,2023-02-22
1359,431,paid,2023-02-22
1360,712,delivered,2023-02-22
1361,574,delivered,2023-02-22
1362,115,paid,2023-02-22
1363,211,delivered,2023-02-22
1364,221,paid,2023-02-22
1365,504,delivered,2023-02-22
1366,353,open,2023-02-22
1367,491,open,2023-02-22
1368,219,open,2023-02-22
1369,334,paid,2023-02-22
1370,260,delivered,2023-02-22
1371,989,delivered,2023-02-22
1372,12,delivered,2023-02-23
1373,240,open,2023-02-23
1374,448,paid,2023-02-23
1375,554,paid,2023-02-23
1376,847,open,2023-02-23
1377,941,delivered,2023-02-23
1378,197,delivered,2023-02-23
1379,428,delivered,2023-02-23
1380,149,delivered,2023-02-23
1381,289,paid,2023-02-23
1382,832,paid,2023-02-23
1383,319,delivered,2023-02-23
1384,289,open,2023-02-24
1385,885,delivered,2023-02-24
1386,996,open,2023-02-24
1387,78,delivered,2023-02-24
1388,140,open,2023-02-25
1389,376,paid,2023-02-25
1390,327,paid,2023-02-25
1391,68,paid,2023-02-25
1392,979,open,2023-02-25
1393,761,open,2023-02-25
1394,562,paid,2023-02-25
1395,641,delivered,2023-02-25
1396,912,paid,2023-02-25
1397,74,paid,2023-02-25
1398,715,open,2023-02-25
1399,910,paid,2023-02-25
1400,438,open,2023-02-25
1401,477,delivered,2023-02-25
1402,624,paid,2023-02-25
1403,551,open,2023-02-25
1404,593,open,2023-02-25
1405,742,delivered,2023-02-25
1406,119,open,2023-02-25
1407,987,delivered,2023-02-25
1408,486,open,2023-02-25
1409,327,paid,2023-02-25
1410,38,open,2023-02-25
1411,795,paid,2023-02-25
1412,372,paid,2023-02-25
1413,737,delivered,2023-02-25
1414,998,paid,2023-02-25
1415,904,paid,2023-02-26
1416,435,delivered,2023-02-26
1417,963,delivered,2023-02-26
1418,369,paid,2023-02-26
1419,33,open,2023-02-26
1420,502,delivered,2023-02-26
1421,276,paid,2023-02-26
1422,526,open,2023-02-26
1423,499,paid,2023-02-26
1424,156,paid,2023-02-26
1425,38,delivered,2023-02-26
1426,767,open,2023-02-26
1427,569,open,2023-02-27
1428,515,delivered,2023-02-27
1429,112,paid,2023-02-27
1430,835,delivered,2023-02-27
1431,439,open,2023-02-27
1432,790,delivered,2023-02-27
1433,881,delivered,2023-02-27
1434,549,paid,2023-02-27
1435,497,delivered,2023-02-27
1436,748,open,2023-02-27
1437,818,delivered,2023-02-27
1438,554,paid,2023-02-27
1439,676,delivered,2023-02-27
1440,866,open,2023-02-27
1441,254,open,2023-02-27
1442,694,paid,2023-02-28
1443,395,delivered,2023-02-28
1444,915,open,2023-02-28
1445,600,delivered,2023-02-28
1446,866,delivered,2023-02-28
1447,289,open,2023-02-28
1448,98,paid,2023-02-28
1449,371,open,2023-02-28
1450,660,open,2023-02-28
1451,337,open,2023-02-28
1452,36,delivered,2023-02-28
1453,840,delivered,2023-02-28
1454,31,open,2023-02-28
1455,230,open,2023-02-28
1456,279,delivered,2023-02-28
1457,850,delivered,2023-02-28
1458,877,open,2023-02-28
1459,952,delivered,2023-02-28
1460,816,delivered,2023-02-28
1461,668,paid,2023-02-28
1462,536,paid,2023-02-28
1463,522,delivered,2023-02-28
1464,515,open,2023-02-28
1465,573,paid,2023-02-28
1466,743,paid,2023-02-28
1467,326,paid,2023-02-28
1468,771,delivered,2023-02-28
1469,89,paid,2023-02-28
1470,990,paid,2023-02-28
1471,295,delivered,2023-02-28
1472,79,delivered,2023-02-28
1473,27,open,2023-02-28
1474,800,delivered,2023-02-28
1475,841,open,2023-02-28
1476,968,open,2023-02-28
1477,286,delivered,2023-02-28
1478,570,delivered,2023-02-28
1479,195,paid,2023-02-28
1480,566,open,2023-02-28
1481,903,open,2023-02-28
1482,17,paid,2023-02-28
1483,343,paid,2023-02-28
1484,236,open,2023-02-28
1485,823,open,2023-02-28
1486,144,open,2023-02-28
1487,132,delivered,2023-02-28
1488,350,delivered,2023-02-28
1489,697,open,2023-02-28
1490,130,open,2023-02-28
1491,618,paid,2023-03-01
1492,403,paid,2023-03-01
1493,820,delivered,2023-03-01
1494,64,paid,2023-03-01
1495,27,open,2023-03-01
1496,857,delivered,2023-03-01
1497,90,paid,2023-03-01
1498,959,open,2023-03-01
1499,935,paid,2023-03-01
1500,877,open,2023-03-01
1501,25,delivered,2023-03-01
1502,974,open,2023-03-01
1503,581,paid,2023-03-02
1504,296,delivered,2023-03-02
1505,134,open,2023-03-02
1506,982,paid,2023-03-02
1507,581,open,2023-03-02
1508,336,open,2023-03-02
1509,51,open,2023-03-02
1510,154,delivered,2023-03-02
1511,795,paid,2023-03-02
1512,321,delivered,2023-03-02
1513,852,paid,2023-03-02
1514,594,paid,2023-03-02
1515,27,open,2023-03-02
1516,134,open,2023-03-02
1517,985,delivered,2023-03-02
1518,993,delivered,2023-03-02
1519,574,delivered,2023-03-02
1520,847,paid,2023-03-02
1521,998,open,2023-03-02
1522,889,open,2023-03-02
1523,885,paid,2023-03-02
1524,762,paid,2023-03-02
1525,767,paid,2023-03-02
1526,646,delivered,2023-03-02
1527,996,open,2023-03-02
1528,129,delivered,2023-03-03
1529,176,paid,2023-03-03
1530,799,open,2023-03-03
1531,442,delivered,2023-03-03
1532,873,delivered,2023-03-03
1533,551,delivered,2023-03-03
1534,307,paid,2023-03-03
1535,513,open,2023-03-03
1536,251,paid,2023-03-03
1537,41,paid,2023-03-03
1538,483,open,2023-03-03
1539,697,paid,2023-03-03
1540,513,open,2023-03-03
1541,138,delivered,2023-03-03
1542,850,delivered,2023-03-03
1543,190,open,2023-03-03
1544,152,open,2023-03-03
1545,254,open,2023-03-03
1546,248,delivered,2023-03-03
1547,646,delivered,2023-03-03
1548,183,open,2023-03-03
1549,440,delivered,2023-03-03
1550,145,delivered,2023-03-03
1551,334,open,2023-03-03
1552,248,paid,2023-03-03
1553,158,open,2023-03-03
1554,923,open,2023-03-03
1555,51,delivered,2023-03-03
1556,256,paid,2023-03-03
1557,134,delivered,2023-03-03
1558,885,paid,2023-03-03
1559,753,paid,2023-03-03
1560,775,open,2023-03-03
1561,36,paid,2023-03-03
1562,169,open,2023-03-03
1563,412,delivered,2023-03-03
1564,174,open,2023-03-03
1565,645,open,2023-03-03
1566,440,delivered,2023-03-03
1567,46,open,2023-03-03
1568,899,paid,2023-03-03
1569,145,paid,2023-03-03
1570,903,open,2023-03-03
1571,180,open,2023-03-03
1572,930,delivered,2023-03-03
1573,17,paid,2023-03-03
1574,862,open,2023-03-04
1575,738,paid,2023-03-05
1576,345,delivered,2023-03-05
1577,438,open,2023-03-05
1578,904,delivered,2023-03-06
1579,426,open,2023-03-06
1580,296,delivered,2023-03-06
1581,268,delivered,2023-03-06
1582,951,paid,2023-03-06
1583,933,open,2023-03-06
1584,963,delivered,2023-03-06
1585,749,paid,2023-03-06
1586,655,delivered,2023-03-07
1587,973,paid,2023-03-07
1588,296,paid,2023-03-07
1589,116,delivered,2023-03-07
1590,75,delivered,2023-03-07
1591,143,delivered,2023-03-07
1592,154,delivered,2023-03-07
1593,22,delivered,2023-03-07
1594,702,delivered,2023-03-07
1595,202,paid,2023-03-08
1596,336,open,2023-03-08
1597,654,paid,2023-03-08
1598,562,paid,2023-03-08
1599,23,delivered,2023-03-08
1600,981,delivered,2023-03-08
1601,835,delivered,2023-03-08
1602,651,delivered,2023-03-08
1603,193,delivered,2023-03-08
1604,259,delivered,2023-03-08
1605,167,open,2023-03-08
1606,306,paid,2023-03-08
1607,459,open,2023-03-08
1608,878,delivered,2023-03-08
1609,971,open,2023-03-08
1610,443,delivered,2023-03-08
1611,29,open,2023-03-08
1612,611,delivered,2023-03-08
1613,443,open,2023-03-08
1614,155,open,2023-03-08
1615,700,delivered,2023-03-08
1616,857,paid,2023-03-08
1617,763,open,2023-03-08
1618,840,open,2023-03-08
1619,194,open,2023-03-08
1620,473,open,2023-03-08
1621,133,delivered,2023-03-08
1622,778,open,2023-03-08
1623,716,delivered,2023-03-08
1624,92,paid,2023-03-08
1625,513,paid,2023-03-09
1626,184,paid,2023-03-09
1627,204,open,2023-03-09
1628,941,paid,2023-03-09
1629,698,paid,2023-03-09
1630,164,delivered,2023-03-09
1631,763,paid,2023-03-09
1632,478,open,2023-03-09
1633,765,open,2023-03-09
1634,319,open,2023-03-09
1635,76,delivered,2023-03-09
1636,544,open,2023-03-09
1637,318,open,2023-03-09
1638,542,delivered,2023-03-10
1639,985,open,2023-03-10
1640,324,delivered,2023-03-10
1641,672,delivered,2023-03-10
1642,856,paid,2023-03-10
1643,1,paid,2023-03-10
1644,740,delivered,2023-03-10
1645,534,delivered,2023-03-10
1646,185,delivered,2023-03-10
1647,552,open,2023-03-10
1648,762,delivered,2023-03-10
1649,917,paid,2023-03-10
1650,712,delivered,2023-03-10
1651,265,delivered,2023-03-10
1652,248,open,2023-03-10
1653,621,open,2023-03-10
1654,287,open,2023-03-10
1655,838,open,2023-03-10
1656,614,paid,2023-03-10
1657,381,delivered,2023-03-11
1658,456,paid,2023-03-11
1659,763,delivered,2023-03-11
1660,252,delivered,2023-03-11
1661,12,open,2023-03-11
1662,344,delivered,2023-03-11
1663,667,delivered,2023-03-11
1664,81,open,2023-03-11
1665,460,delivered,2023-03-11
1666,725,paid,2023-03-11
1667,336,delivered,2023-03-11
1668,957,delivered,2023-03-11
1669,100,delivered,2023-03-11
1670,37,open,2023-03-11
1671,34,paid,2023-03-11
1672,854,open,2023-03-11
1673,5,open,2023-03-11
1674,721,delivered,2023-03-11
1675,560,open,2023-03-11
1676,107,open,2023-03-11
1677,913,open,2023-03-11
1678,415,paid,2023-03-11
1679,245,open,2023-03-11
1680,393,paid,2023-03-11
1681,853,delivered,2023-03-11
1682,863,open,2023-03-11
1683,139,open,2023-03-11
1684,183,delivered,2023-03-11
1685,819,delivered,2023-03-11
1686,602,open,2023-03-11
1687,933,paid,2023-03-11
1688,95,open,2023-03-11
1689,223,open,2023-03-11
1690,266,delivered,2023-03-11
1691,804,open,2023-03-11
1692,545,paid,2023-03-11
1693,321,open,2023-03-11
1694,367,open,2023-03-11
1695,222,delivered,2023-03-11
1696,941,open,2023-03-11
1697,89,delivered,2023-03-11
1698,549,open,2023-03-11
1699,436,paid,2023-03-12
1700,310,paid,2023-03-12
1701,296,open,2023-03-12
1702,317,paid,2023-03-12
1703,166,open,2023-03-12
1704,125,open,2023-03-12
1705,638,paid,2023-03-12
1706,288,open,2023-03-12
1707,112,paid,2023-03-12
1708,968,delivered,2023-03-12
1709,181,paid,2023-03-12
1710,551,delivered,2023-03-12
1711,307,delivered,2023-03-12
1712,474,open,2023-03-12
1713,100,paid,2023-03-12
1714,384,open,2023-03-12
1715,911,delivered,2023-03-12
1716,195,delivered,2023-03-12
1717,619,open,2023-03-12
1718,84,paid,2023-03-12
1719,23,paid,2023-03-12
1720,934,open,2023-03-12
1721,378,open,2023-03-12
1722,131,open,2023-03-12
1723,593,open,2023-03-12
1724,249,paid,2023-03-12
1725,421,delivered,2023-03-12
1726,107,open,2023-03-12
1727,164,open,2023-03-12
1728,566,open,2023-03-12
1729,11,open,2023-03-12
1730,441,paid,2023-03-12
1731,97,paid,2023-03-12
1732,102,delivered,2023-03-12
1733,738,open,2023-03-12
1734,332,delivered,2023-03-12
1735,904,paid,2023-03-12
1736,316,delivered,2023-03-12
1737,148,open,2023-03-12
1738,725,delivered,2023-03-12
1739,455,delivered,2023-03-12
1740,371,paid,2023-03-12
1741,757,open,2023-03-12
1742,255,delivered,2023-03-12
1743,260,open,2023-03-12
1744,992,open,2023-03-13
1745,989,open,2023-03-13
1746,485,delivered,2023-03-13
1747,952,delivered,2023-03-13
1748,83,paid,2023-03-13
1749,423,paid,2023-03-13
1750,261,open,2023-03-13
1751,124,delivered,2023-03-13
1752,96,paid,2023-03-13
1753,912,paid,2023-03-13
1754,585,delivered,2023-03-13
1755,763,paid,2023-03-13
1756,853,delivered,2023-03-13
1757,574,paid,2023-03-13
1758,283,paid,2023-03-13
1759,815,open,2023-03-13
1760,635,delivered,2023-03-13
1761,999,paid,2023-03-13
1762,273,paid,2023-03-13
1763,960,delivered,2023-03-13
1764,61,open,2023-03-13
1765,955,open,2023-03-13
1766,658,open,2023-03-13
1767,87,delivered,2023-03-13
1768,371,open,2023-03-13
1769,324,open,2023-03-13
1770,813,open,2023-03-13
1771,963,open,2023-03-13
1772,784,open,2023-03-13
1773,714,paid,2023-03-13
1774,132,delivered,2023-03-13
1775,22,delivered,2023-03-14
1776,348,open,2023-03-14
1777,122,paid,2023-03-14
1778,647,open,2023-03-14
1779,853,open,2023-03-14
1780,352,delivered,2023-03-14
1781,465,delivered,2023-03-14
1782,515,open,2023-03-14
1783,510,paid,2023-03-14
1784,191,paid,2023-03-14
1785,432,paid,2023-03-14
1786,50,open,2023-03-14
1787,835,delivered,2023-03-14
1788,613,paid,2023-03-14
1789,495,delivered,2023-03-14
1790,555,open,2023-03-14
1791,388,paid,2023-03-14
1792,350,delivered,2023-03-14
1793,683,open,2023-03-14
1794,198,paid,2023-03-14
1795,14,delivered,2023-03-14
1796,937,paid,2023-03-14
1797,677,paid,2023-03-14
1798,722,paid,2023-03-14
1799,77,open,2023-03-14
1800,590,delivered,2023-03-14
1801,752,paid,2023-03-14
1802,418,open,2023-03-14
1803,630,paid,2023-03-14
1804,133,delivered,2023-03-15
1805,987,open,2023-03-15
1806,573,paid,2023-03-15
1807,469,open,2023-03-15
1808,804,paid,2023-03-15
1809,24,open,2023-03-15
1810,765,open,2023-03-15
1811,994,delivered,2023-03-15
1812,410,delivered,2023-03-15
1813,920,paid,2023-03-15
1814,534,paid,2023-03-15
1815,141,delivered,2023-03-15
1816,563,delivered,2023-03-15
1817,322,paid,2023-03-15
1818,589,open,2023-03-15
1819,139,open,2023-03-15
1820,204,delivered,2023-03-15
1821,683,paid,2023-03-15
1822,621,open,2023-03-15
1823,456,paid,2023-03-15
1824,210,delivered,2023-03-15
1825,658,delivered,2023-03-15
1826,435,paid,2023-03-15
1827,245,paid,2023-03-15
1828,386,paid,2023-03-15
1829,79,paid,2023-03-15
1830,405,open,2023-03-15
1831,191,open,2023-03-15
1832,100,open,2023-03-15
1833,86,paid,2023-03-15
1834,663,open,2023-03-15
1835,491,open,2023-03-15
1836,513,open,2023-03-15
1837,455,open,2023-03-15
1838,727,open,2023-03-15
1839,617,delivered,2023-03-15
1840,368,delivered,2023-03-15
1841,148,open,2023-03-15
1842,898,delivered,2023-03-15
1843,660,delivered,2023-03-15
1844,364,delivered,2023-03-15
1845,749,delivered,2023-03-15
1846,349,paid,2023-03-15
1847,384,open,2023-03-15
1848,453,delivered,2023-03-15
1849,391,open,2023-03-15
1850,328,open,2023-03-15
1851,402,paid,2023-03-15
1852,71,paid,2023-03-15
1853,493,paid,2023-03-16
1854,688,open,2023-03-16
1855,856,paid,2023-03-16
1856,148,delivered,2023-03-16
1857,150,paid,2023-03-16
1858,736,paid,2023-03-17
1859,501,open,2023-03-17
1860,179,delivered,2023-03-17
1861,644,delivered,2023-03-17
1862,574,delivered,2023-03-17
1863,503,open,2023-03-17
1864,36,open,2023-03-17
1865,843,open,2023-03-17
1866,824,paid,2023-03-17
1867,646,open,2023-03-17
1868,15,open,2023-03-17
1869,334,delivered,2023-03-17
1870,917,paid,2023-03-17
1871,20,paid,2023-03-17
1872,581,paid,2023-03-17
1873,226,open,2023-03-17
1874,370,paid,2023-03-17
1875,650,paid,2023-03-17
1876,565,delivered,2023-03-17
1877,497,open,2023-03-17
1878,883,paid,2023-03-17
1879,782,delivered,2023-03-17
1880,537,delivered,2023-03-17
1881,712,paid,2023-03-17
1882,360,paid,2023-03-17
1883,996,open,2023-03-17
1884,606,open,2023-03-17
1885,849,delivered,2023-03-17
1886,123,delivered,2023-03-18
1887,280,open,2023-03-18
1888,515,paid,2023-03-18
1889,846,paid,2023-03-18
1890,215,paid,2023-03-18
1891,420,open,2023-03-18
1892,821,open,2023-03-18
1893,685,delivered,2023-03-18
1894,623,delivered,2023-03-18
1895,271,paid,2023-03-18
1896,763,delivered,2023-03-19
1897,675,paid,2023-03-19
1898,233,open,2023-03-19
1899,195,paid,2023-03-19
1900,94,delivered,2023-03-19
1901,601,open,2023-03-19
1902,383,delivered,2023-03-19
1903,619,paid,2023-03-19
1904,106,open,2023-03-19
1905,949,paid,2023-03-19
1906,2,paid,2023-03-19
1907,558,paid,2023-03-19
1908,355,open,2023-03-19
1909,859,paid,2023-03-19
1910,651,paid,2023-03-19
1911,720,open,2023-03-19
1912,215,open,2023-03-19
1913,692,delivered,2023-03-19
1914,777,paid,2023-03-19
1915,404,open,2023-03-19
1916,726,delivered,2023-03-19
1917,708,delivered,2023-03-19
1918,122,paid,2023-03-19
1919,966,open,2023-03-20
1920,807,delivered,2023-03-20
1921,83,paid,2023-03-20
1922,217,delivered,2023-03-20
1923,806,paid,2023-03-20
1924,330,delivered,2023-03-20
1925,556,paid,2023-03-20
1926,168,delivered,2023-03-20
1927,799,open,2023-03-20
1928,424,open,2023-03-20
1929,907,open,2023-03-21
